source,district_name,charter_chapter,charter_url,matched_pwsid,matched_pws_name,match_score,match_status,has_service_polygon,has_political_bnd
epa_system,FRANKLIN WATER SYSTEM,,,VT0005120,FRANKLIN WATER SYSTEM,,unmatched_system,Y,N
epa_system,RICHFORD WATER SYSTEM,,,VT0005126,RICHFORD WATER SYSTEM,,unmatched_system,Y,N
epa_system,SHELDON WATER SYSTEM,,,VT0005127,SHELDON WATER SYSTEM,,unmatched_system,Y,N
epa_system,CAMBRIDGE VILLAGE WATER,,,VT0005149,CAMBRIDGE VILLAGE WATER,,unmatched_system,Y,N
epa_system,JEFFERSONVILLE WATER SYSTEM,,,VT0005150,JEFFERSONVILLE WATER SYSTEM,,unmatched_system,Y,N
epa_system,SMUGGLERS NOTCH WATER SYSTEM,,,VT0005151,SMUGGLERS NOTCH WATER SYSTEM,,unmatched_system,Y,N
epa_system,ELMORE WATER DISTRICT,,,VT0005152,ELMORE WATER DISTRICT,,unmatched_system,Y,N
epa_system,HYDE PARK FIRE DISTRICT 1,,,VT0005153,HYDE PARK FIRE DISTRICT 1,,unmatched_system,Y,N
epa_system,HYDE PARK WATER SYSTEM,,,VT0005154,HYDE PARK WATER SYSTEM,,unmatched_system,Y,N
epa_system,MORRISTOWN CORNERS WATER CORP,,,VT0005158,MORRISTOWN CORNERS WATER CORP,,unmatched_system,Y,N
epa_system,MORRISVILLE WATER AND LIGHT,,,VT0005160,MORRISVILLE WATER AND LIGHT,,unmatched_system,Y,N
epa_system,PINECREST MOBILE HOME PARK,,,VT0005162,PINECREST MOBILE HOME PARK,,unmatched_system,Y,N
epa_system,STOWE F D 2 GOLD BROOK CIRCLE,,,VT0005168,STOWE F D 2 GOLD BROOK CIRCLE,,unmatched_system,Y,N
epa_system,WATERVILLE FIRE DISTRICT 1,,,VT0005169,WATERVILLE FIRE DISTRICT 1,,unmatched_system,Y,N
epa_system,BRADFORD VILLAGE WATER SYSTEM,,,VT0005170,BRADFORD VILLAGE WATER SYSTEM,,unmatched_system,Y,N
epa_system,MOBILE ACRES MHP,,,VT0005171,MOBILE ACRES MHP,,unmatched_system,Y,N
epa_system,FAIRLEE TOWN WATER,,,VT0005174,FAIRLEE TOWN WATER,,unmatched_system,Y,N
epa_system,NEWBURY VILLAGE INC,,,VT0005175,NEWBURY VILLAGE INC,,unmatched_system,Y,N
epa_system,WELLS RIVER WATER SYSTEM,,,VT0005176,WELLS RIVER WATER SYSTEM,,unmatched_system,Y,N
epa_system,RANDOLPH CENTER WATER SYSTEM,,,VT0005177,RANDOLPH CENTER WATER SYSTEM,,unmatched_system,Y,N
epa_system,RANDOLPH VILLAGE,,,VT0005179,RANDOLPH VILLAGE,,unmatched_system,Y,N
epa_system,ARMSTRONGS MHP,,,VT0005180,ARMSTRONGS MHP,,unmatched_system,Y,N
epa_system,THETFORD WATER COOP INC,,,VT0005181,THETFORD WATER COOP INC,,unmatched_system,Y,N
epa_system,UNION WATER CO,,,VT0005182,UNION WATER CO,,unmatched_system,Y,N
epa_system,EAST THETFORD WATER CO,,,VT0005184,EAST THETFORD WATER CO,,unmatched_system,Y,N
epa_system,WASHINGTON FIRE DISTRICT,,,VT0005185,WASHINGTON FIRE DISTRICT,,unmatched_system,Y,N
epa_system,WILLIAMSTOWN WATER DEPT,,,VT0005186,WILLIAMSTOWN WATER DEPT,,unmatched_system,Y,N
epa_system,ALBANY WATER SYSTEM,,,VT0005188,ALBANY WATER SYSTEM,,unmatched_system,Y,N
epa_system,BARTON WATER SYSTEM,,,VT0005189,BARTON WATER SYSTEM,,unmatched_system,Y,N
epa_system,ORLEANS WATER SYSTEM,,,VT0005190,ORLEANS WATER SYSTEM,,unmatched_system,Y,N
epa_system,COVENTRY FIRE DISTRICT 1,,,VT0005191,COVENTRY FIRE DISTRICT 1,,unmatched_system,Y,N
epa_system,CRAFTSBURY FIRE DISTRICT 2,,,VT0005194,CRAFTSBURY FIRE DISTRICT 2,,unmatched_system,Y,N
epa_system,GREENSBORO FIRE DISTRICT 1,,,VT0005198,GREENSBORO FIRE DISTRICT 1,,unmatched_system,Y,N
epa_system,GREENSBORO BEND FIRE DISTRICT #2,,,VT0005199,GREENSBORO BEND FIRE DISTRICT #2,,unmatched_system,Y,N
epa_system,IRASBURG FD #1,,,VT0005200,IRASBURG FD #1,,unmatched_system,Y,N
epa_system,JAY PEAK SUBDIVISION II,,,VT0005201,JAY PEAK SUBDIVISION II,,unmatched_system,Y,N
epa_system,NEWPORT CENTER WATER SYSTEM,,,VT0005204,NEWPORT CENTER WATER SYSTEM,,unmatched_system,Y,N
epa_system,NORTH TROY WATER SYSTEM,,,VT0005205,NORTH TROY WATER SYSTEM,,unmatched_system,Y,N
epa_system,TROY WATER SYSTEM,,,VT0005206,TROY WATER SYSTEM,,unmatched_system,Y,N
epa_system,WESTFIELD FIRE DISTRICT 1,,,VT0005207,WESTFIELD FIRE DISTRICT 1,,unmatched_system,Y,N
epa_system,EASTRIDGE ACRES ASSOCIATION,,,VT0005220,EASTRIDGE ACRES ASSOCIATION,,unmatched_system,Y,N
epa_system,EAST MOUNTAIN WATER CORP,,,VT0005221,EAST MOUNTAIN WATER CORP,,unmatched_system,Y,N
epa_system,GRANDVIEW ACRES WATER COOP,,,VT0005237,GRANDVIEW ACRES WATER COOP,,unmatched_system,Y,N
epa_system,PICO VILLAGE WATER CORP,,,VT0005238,PICO VILLAGE WATER CORP,,unmatched_system,Y,N
epa_system,HEMLOCK RIDGE CONDOMINIUM,,,VT0005240,HEMLOCK RIDGE CONDOMINIUM,,unmatched_system,Y,N
epa_system,WEBSTERVILLE WATER SYSTEM,,,VT0005247,WEBSTERVILLE WATER SYSTEM,,unmatched_system,Y,N
epa_system,GRANITEVILLE FIRE DISTRICT 4,,,VT0005248,GRANITEVILLE FIRE DISTRICT 4,,unmatched_system,Y,N
epa_system,BIRCHWOOD PARK,,,VT0005253,BIRCHWOOD PARK,,unmatched_system,Y,N
epa_system,BARRE CITY WATER SYSTEM,,,VT0005254,BARRE CITY WATER SYSTEM,,unmatched_system,Y,N
epa_system,BERLIN WATER CO INC,,,VT0005255,BERLIN WATER CO INC,,unmatched_system,Y,N
epa_system,WESTONS MOBILE HOME PARK,,,VT0005258,WESTONS MOBILE HOME PARK,,unmatched_system,Y,N
epa_system,CABOT TOWN WATER SYSTEM,,,VT0005261,CABOT TOWN WATER SYSTEM,,unmatched_system,Y,N
epa_system,EAST CALAIS FIRE DISTRICT 1,,,VT0005262,EAST CALAIS FIRE DISTRICT 1,,unmatched_system,Y,N
epa_system,CRYSTAL SPRINGS WATER SYSTEM,,,VT0005264,CRYSTAL SPRINGS WATER SYSTEM,,unmatched_system,Y,N
epa_system,SANDY PINES MHP,,,VT0005267,SANDY PINES MHP,,unmatched_system,Y,N
epa_system,SUGAR RUN ASSOCIATION INC,,,VT0005268,SUGAR RUN ASSOCIATION INC,,unmatched_system,Y,N
epa_system,MARSHFIELD WATER SYSTEM,,,VT0005269,MARSHFIELD WATER SYSTEM,,unmatched_system,Y,N
epa_system,NORTHFIELD WATER DEPT,,,VT0005275,NORTHFIELD WATER DEPT,,unmatched_system,Y,N
epa_system,PLAINFIELD WATER SYSTEM,,,VT0005277,PLAINFIELD WATER SYSTEM,,unmatched_system,Y,N
epa_system,MOUNTAIN WATER COMPANY,,,VT0005281,MOUNTAIN WATER COMPANY,,unmatched_system,Y,N
epa_system,DRUMLEYS CONDOMINIUMS,,,VT0005282,DRUMLEYS CONDOMINIUMS,,unmatched_system,Y,N
epa_system,BRIDGES RESORT,,,VT0005283,BRIDGES RESORT,,unmatched_system,Y,N
epa_system,EAST WIND MHP,,,VT0005287,EAST WIND MHP,,unmatched_system,Y,N
epa_system,WORCESTER FIRE DISTRICT 1,,,VT0005289,WORCESTER FIRE DISTRICT 1,,unmatched_system,Y,N
epa_system,SONNENBERG WATER SYSTEM,,,VT0005314,SONNENBERG WATER SYSTEM,,unmatched_system,Y,N
epa_system,BETHEL WATER DEPT,,,VT0005315,BETHEL WATER DEPT,,unmatched_system,Y,N
epa_system,QUECHEE CENTRAL,,,VT0005320,QUECHEE CENTRAL,,unmatched_system,Y,N
epa_system,NORTH HARTLAND COOP WATER SYSTEM INC,,,VT0005322,NORTH HARTLAND COOP WATER SYSTEM INC,,unmatched_system,Y,N
epa_system,NORWICH FIRE DISTRICT 1,,,VT0005326,NORWICH FIRE DISTRICT 1,,unmatched_system,Y,N
epa_system,ROCHESTER WATER SYSTEM,,,VT0005328,ROCHESTER WATER SYSTEM,,unmatched_system,Y,N
epa_system,ROYALTON FIRE DISTRICT 1,,,VT0005330,ROYALTON FIRE DISTRICT 1,,unmatched_system,Y,N
epa_system,CHALET VILLAGE,,,VT0005335,CHALET VILLAGE,,unmatched_system,Y,N
epa_system,ASCUTNEY FIRE DISTRICT #2,,,VT0005339,ASCUTNEY FIRE DISTRICT #2,,unmatched_system,Y,N
epa_system,WINDSOR WATER DEPT,,,VT0005341,WINDSOR WATER DEPT,,unmatched_system,Y,N
epa_system,MOUNT ASCUTNEY MHP,,,VT0005342,MOUNT ASCUTNEY MHP,,unmatched_system,Y,N
epa_system,WOODSTOCK AQUEDUCT CO,,,VT0005343,WOODSTOCK AQUEDUCT CO,,unmatched_system,Y,N
epa_system,RMC MOBILE HOME PARK,,,VT0005344,RMC MOBILE HOME PARK,,unmatched_system,Y,N
epa_system,COBURN MHP,,,VT0005347,COBURN MHP,,unmatched_system,Y,N
epa_system,WEST FAIRLEE MHP,,,VT0005353,WEST FAIRLEE MHP,,unmatched_system,Y,N
epa_system,DIVIDED SKY FOUNDATION,,,VT0005357,DIVIDED SKY FOUNDATION,,unmatched_system,Y,N
epa_system,BIRCHWOOD CONDOMINIUM ASSOCIATION,,,VT0005374,BIRCHWOOD CONDOMINIUM ASSOCIATION,,unmatched_system,Y,N
epa_system,TALL TIMBERS MHP,,,VT0005375,TALL TIMBERS MHP,,unmatched_system,Y,N
epa_system,RUTLAND TOWN FIRE DISTRICT 6,,,VT0005378,RUTLAND TOWN FIRE DISTRICT 6,,unmatched_system,Y,N
epa_system,EDGEMONT CONDOMINIUMS,,,VT0005382,EDGEMONT CONDOMINIUMS,,unmatched_system,Y,N
epa_system,WHIFFLETREE CONDOMINIUM,,,VT0005384,WHIFFLETREE CONDOMINIUM,,unmatched_system,Y,N
epa_system,MANSFIELD VIEW WATER CORP,,,VT0005385,MANSFIELD VIEW WATER CORP,,unmatched_system,Y,N
epa_system,BATTLEGROUND CONDOMINIUM,,,VT0005397,BATTLEGROUND CONDOMINIUM,,unmatched_system,Y,N
epa_system,WINDY HILL ACRES MHP,,,VT0005399,WINDY HILL ACRES MHP,,unmatched_system,Y,N
epa_system,MERRIMAC MANOR MHP,,,VT0005424,MERRIMAC MANOR MHP,,unmatched_system,Y,N
epa_system,RICHMOND FIRE DISTRICT 1,,,VT0005426,RICHMOND FIRE DISTRICT 1,,unmatched_system,Y,N
epa_system,RUTLAND TOWN FIRE DISTRICT 5,,,VT0005429,RUTLAND TOWN FIRE DISTRICT 5,,unmatched_system,Y,N
epa_system,COMMONS,,,VT0005435,COMMONS,,unmatched_system,Y,N
epa_system,MCINDOE FALLS FIRE DISTRICT 3,,,VT0005441,MCINDOE FALLS FIRE DISTRICT 3,,unmatched_system,Y,N
epa_system,ROUND TOP,,,VT0005462,ROUND TOP,,unmatched_system,Y,N
epa_system,NORWICH MEADOWS,,,VT0005475,NORWICH MEADOWS,,unmatched_system,Y,N
epa_system,JERICHO FIRE DISTRICT 1,,,VT0005476,JERICHO FIRE DISTRICT 1,,unmatched_system,Y,N
epa_system,RIVERSIDE MHP,,,VT0005493,RIVERSIDE MHP,,unmatched_system,Y,N
epa_system,COLONIAL ESTATES WATER CORP,,,VT0005499,COLONIAL ESTATES WATER CORP,,unmatched_system,Y,N
epa_system,WASHINGTON NORTH MHP,,,VT0005502,WASHINGTON NORTH MHP,,unmatched_system,Y,N
epa_system,BURKE MOUNTAIN WATER CO,,,VT0005503,BURKE MOUNTAIN WATER CO,,unmatched_system,Y,N
epa_system,FIDDLEHEAD CONDOMINIUMS,,,VT0005504,FIDDLEHEAD CONDOMINIUMS,,unmatched_system,Y,N
epa_system,LIMEHURST MHP,,,VT0005518,LIMEHURST MHP,,unmatched_system,Y,N
epa_system,STOWE FIRE DISTRICT 4,,,VT0005523,STOWE FIRE DISTRICT 4,,unmatched_system,Y,N
epa_system,SNOWSIDE CONDOMINIUM,,,VT0005524,SNOWSIDE CONDOMINIUM,,unmatched_system,Y,N
epa_system,BERLIN HEALTH  REHABILITATION CTR,,,VT0005529,BERLIN HEALTH  REHABILITATION CTR,,unmatched_system,Y,N
epa_system,UNION HOUSE NURSING HOME,,,VT0005530,UNION HOUSE NURSING HOME,,unmatched_system,Y,N
epa_system,RIVER ROAD APARTMENTS,,,VT0005538,RIVER ROAD APARTMENTS,,unmatched_system,Y,N
epa_system,MOUNTAIN GREEN CONDOMINIUM,,,VT0005539,MOUNTAIN GREEN CONDOMINIUM,,unmatched_system,Y,N
epa_system,PINNACLE CONDOMINIUM,,,VT0005540,PINNACLE CONDOMINIUM,,unmatched_system,Y,N
epa_system,JAY PEAK WATER SYSTEM,,,VT0005565,JAY PEAK WATER SYSTEM,,unmatched_system,Y,N
epa_system,BARRE TOWN WATER SYSTEM,,,VT0005566,BARRE TOWN WATER SYSTEM,,unmatched_system,Y,N
epa_system,TELEMARK VILLAGE,,,VT0005571,TELEMARK VILLAGE,,unmatched_system,Y,N
epa_system,MOON RIDGE CONDOMINIUM,,,VT0005575,MOON RIDGE CONDOMINIUM,,unmatched_system,Y,N
epa_system,CHELSEA ELDERLY HOUSING,,,VT0005581,CHELSEA ELDERLY HOUSING,,unmatched_system,Y,N
epa_system,CHELSEA FAMILY HOUSING,,,VT0005582,CHELSEA FAMILY HOUSING,,unmatched_system,Y,N
epa_system,BLAKE HILL,,,VT0005586,BLAKE HILL,,unmatched_system,Y,N
epa_system,CHRISTMAS TREE - SUNDOWN CONDOMINIUM,,,VT0005589,CHRISTMAS TREE - SUNDOWN CONDOMINIUM,,unmatched_system,Y,N
epa_system,FLY IN WATER SYSTEM,,,VT0005596,FLY IN WATER SYSTEM,,unmatched_system,Y,N
epa_system,TRAIL CREEK CONDOMINIUM,,,VT0005597,TRAIL CREEK CONDOMINIUM,,unmatched_system,Y,N
epa_system,WEST WINDSOR MOUNTAIN WATER SYSTEM,,,VT0005599,WEST WINDSOR MOUNTAIN WATER SYSTEM,,unmatched_system,Y,N
epa_system,WINTERGREEN AT KILLINGTON,,,VT0005603,WINTERGREEN AT KILLINGTON,,unmatched_system,Y,N
epa_system,NORTHSIDE CONDOMINIUM,,,VT0005604,NORTHSIDE CONDOMINIUM,,unmatched_system,Y,N
epa_system,MAPLE LANE NURSING HOME,,,VT0005607,MAPLE LANE NURSING HOME,,unmatched_system,Y,N
epa_system,SOUTHFACE,,,VT0005608,SOUTHFACE,,unmatched_system,Y,N
epa_system,NOTCHBROOK CONDOMINIUM,,,VT0005611,NOTCHBROOK CONDOMINIUM,,unmatched_system,Y,N
epa_system,DAIRY CENTER,,,VT0005617,DAIRY CENTER,,unmatched_system,Y,N
epa_system,GLAZE BROOK,,,VT0005619,GLAZE BROOK,,unmatched_system,Y,N
epa_system,VALLEY PARK CONDOMINIUM,,,VT0005626,VALLEY PARK CONDOMINIUM,,unmatched_system,Y,N
epa_system,WOODS AT KILLINGTON,,,VT0005631,WOODS AT KILLINGTON,,unmatched_system,Y,N
epa_system,KILLINGTON UPLAND WATER CO INC,,,VT0005632,KILLINGTON UPLAND WATER CO INC,,unmatched_system,Y,N
epa_system,CHELSEA WATER SYSTEM,,,VT0005638,CHELSEA WATER SYSTEM,,unmatched_system,Y,N
epa_system,COUNTRY CLUB CONDOMINIUM,,,VT0005640,COUNTRY CLUB CONDOMINIUM,,unmatched_system,Y,N
epa_system,FALL LINE TOWN HOUSES,,,VT0005647,FALL LINE TOWN HOUSES,,unmatched_system,Y,N
epa_system,BIRCH HILL WATER SYSTEM,,,VT0005650,BIRCH HILL WATER SYSTEM,,unmatched_system,Y,N
epa_system,JERICHO EAST HOME OWNERS ASSOCIATION,,,VT0005652,JERICHO EAST HOME OWNERS ASSOCIATION,,unmatched_system,Y,N
epa_system,HOLBROOK BAY COMMONS,,,VT0005655,HOLBROOK BAY COMMONS,,unmatched_system,Y,N
epa_system,CLUB SUGARBUSH WATER SYSTEM,,,VT0005657,CLUB SUGARBUSH WATER SYSTEM,,unmatched_system,Y,N
epa_system,CENTRAL VERMONT MEDICAL CENTER,,,VT0008300,CENTRAL VERMONT MEDICAL CENTER,,unmatched_system,Y,N
epa_system,STERLING VIEW COOPERATIVE COMMUNITY INC,,,VT0020092,STERLING VIEW COOPERATIVE COMMUNITY INC,,unmatched_system,Y,N
epa_system,FARMS AT CLUB SUGARBUSH,,,VT0020135,FARMS AT CLUB SUGARBUSH,,unmatched_system,Y,N
epa_system,STARLAKE VILLAGE LEASEHOLDERS ASSOC,,,VT0020308,STARLAKE VILLAGE LEASEHOLDERS ASSOC,,unmatched_system,Y,N
epa_system,FAIRFIELD FIRE DISTRICT 2,,,VT0020415,FAIRFIELD FIRE DISTRICT 2,,unmatched_system,Y,N
epa_system,SOLITUDE WATER SYSTEM,,,VT0020508,SOLITUDE WATER SYSTEM,,unmatched_system,Y,N
epa_system,DERBY LINE VILLAGE WATER DISTRICT,,,VT0020568,DERBY LINE VILLAGE WATER DISTRICT,,unmatched_system,Y,N
epa_system,BLACK RIVER OVERLOOK,,,VT0020618,BLACK RIVER OVERLOOK,,unmatched_system,Y,N
epa_system,SHATTUCK HILL MHP,,,VT0020737,SHATTUCK HILL MHP,,unmatched_system,Y,N
epa_system,DERBY MHP,,,VT0020744,DERBY MHP,,unmatched_system,Y,N
epa_system,BIRCH LANDING CONDOMINIUM,,,VT0020790,BIRCH LANDING CONDOMINIUM,,unmatched_system,Y,N
epa_system,COBB HILL COHOUSING INC,,,VT0020847,COBB HILL COHOUSING INC,,unmatched_system,Y,N
epa_system,RUTLAND TOWN FIRE DISTRICT 4,,,VT0020885,RUTLAND TOWN FIRE DISTRICT 4,,unmatched_system,Y,N
epa_system,JACKSON GORE OKEMO,,,VT0020917,JACKSON GORE OKEMO,,unmatched_system,Y,N
epa_system,WAITSFIELD WATER SUPPLY,,,VT0020997,WAITSFIELD WATER SUPPLY,,unmatched_system,Y,N
epa_system,WINTERBERRY CONDOS,,,VT0021023,WINTERBERRY CONDOS,,unmatched_system,Y,N
epa_system,HERITAGE HILL ASSOCIATION,,,VT0021051,HERITAGE HILL ASSOCIATION,,unmatched_system,Y,N
epa_system,MEADOWS - GABLES I WATER SYSTEM,,,VT0021053,MEADOWS - GABLES I WATER SYSTEM,,unmatched_system,Y,N
epa_system,WHEELER BROOK HOUSING DEVELOPMENT,,,VT0021121,WHEELER BROOK HOUSING DEVELOPMENT,,unmatched_system,Y,N
epa_system,NOTCHBROOK III,,,VT0021199,NOTCHBROOK III,,unmatched_system,Y,N
epa_system,BERLIN MUNICIPAL WATER SYSTEM,,,VT0021202,BERLIN MUNICIPAL WATER SYSTEM,,unmatched_system,Y,N
epa_system,KILLINGTON GATEWAY I CONDO ASSOCIATION,,,VT0021207,KILLINGTON GATEWAY I CONDO ASSOCIATION,,unmatched_system,Y,N
epa_system,KILLINGTON GATEWAY II CONDO ASSOC INC,,,VT0021208,KILLINGTON GATEWAY II CONDO ASSOC INC,,unmatched_system,Y,N
epa_system,"CONCORD ESTATES MHP, LLC.",,,VT0021384,"CONCORD ESTATES MHP, LLC.",,unmatched_system,Y,N
epa_system,NORTHWOODS VILLAGE APARTMENTS,,,VT0021515,NORTHWOODS VILLAGE APARTMENTS,,unmatched_system,Y,N
